VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2017,2017,79,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2005,2005,88.4,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2007,2007,88.2,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2008,2008,88.1,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2009,2009,88.5,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2010,2010,88.1,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2011,2011,88.2,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2012,2012,88.8,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2013,2013,88.7,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2014,2014,88.1,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2015,2015,89,B; D,Break; Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2016,2016,88.4,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2017,2017,88.5,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2005,2005,37,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2008,2008,35.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2009,2009,35.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2010,2010,44.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2011,2011,47.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2012,2012,50.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2013,2013,48.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2014,2014,51.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2015,2015,49.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2016,2016,49.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2017,2017,53.5,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2005,2005,10.1,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2006,2006,10.2,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2007,2007,9.4,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2008,2008,6.2,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2009,2009,7,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2010,2010,6.6,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2011,2011,6.2,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2012,2012,6.9,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2013,2013,7.1,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2014,2014,6.7,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2015,2015,6.1,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2016,2016,5.6,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2017,2017,5.8,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2005,2005,8.4,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2006,2006,9.1,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2007,2007,9.7,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2008,2008,8.2,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2009,2009,8.3,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2010,2010,9,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2011,2011,8.9,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2012,2012,8.3,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2013,2013,8.1,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2014,2014,8.2,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2015,2015,8.8,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2016,2016,8.1,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2017,2017,8.5,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2018,2018,8.8,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2005,2005,36.4,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2008,2008,35.9,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2009,2009,34.9,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2010,2010,44.4,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2011,2011,47.1,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2012,2012,48,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2013,2013,48.2,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2014,2014,50.3,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2015,2015,48.1,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2016,2016,49.2,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2017,2017,52,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),USA,United States,2005,2005,9.2,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),USA,United States,2006,2006,9.3,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),USA,United States,2007,2007,9.6,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),USA,United States,2008,2008,9.5,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),USA,United States,2009,2009,9.5,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),USA,United States,2010,2010,10,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),USA,United States,2011,2011,10.2,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),USA,United States,2012,2012,9.9,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),USA,United States,2013,2013,10.1,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),USA,United States,2014,2014,9.5,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),USA,United States,2015,2015,9.5,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),USA,United States,2016,2016,9.4,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),USA,United States,2017,2017,9.3,D,Difference in methodology
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2005,2005,31.1,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2006,2006,33,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2007,2007,31.7,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2008,2008,31.2,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2009,2009,34.8,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2010,2010,32.9,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2011,2011,32.5,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2012,2012,31.6,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2013,2013,31.9,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2014,2014,32.9,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2015,2015,32.8,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2016,2016,33.8,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),EST,Estonia,2017,2017,33.6,,
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2005,2005,88.9,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2007,2007,88.7,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2008,2008,88.4,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2009,2009,88.9,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2010,2010,88.1,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2011,2011,88.8,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2012,2012,89.3,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2013,2013,88.8,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2014,2014,88.1,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2015,2015,89.4,B; D,Break; Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2016,2016,89.1,D,Difference in methodology
PRHSMGHE,"Good/very good health, males aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2017,2017,89.1,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2005,2005,8.5,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2006,2006,8.7,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2007,2007,8.9,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2008,2008,8.9,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2009,2009,9,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2010,2010,9.2,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2011,2011,9.6,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2012,2012,9.4,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2013,2013,9.4,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2014,2014,9,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2015,2015,9.2,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2016,2016,9.1,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2017,2017,9.1,D,Difference in methodology
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2005,2005,12.7,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2006,2006,12.4,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2007,2007,13.4,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2008,2008,12.1,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2009,2009,13.8,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2010,2010,13.9,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2011,2011,13.6,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2012,2012,13.9,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2013,2013,13.5,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2014,2014,13.1,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2015,2015,13.1,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2016,2016,13.9,,
PRHSMFAH,"Fair (not good, not bad) health, males aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2017,2017,14.1,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2005,2005,20.2,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2006,2006,21.4,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2007,2007,20.5,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2008,2008,18.3,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2009,2009,16.7,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2010,2010,16,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2011,2011,16,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2012,2012,14.5,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2013,2013,13.6,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2014,2014,14.5,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2015,2015,14.1,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2016,2016,13.3,,
PRHSFBAH,"Bad/very bad health, females aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2017,2017,12.7,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2005,2005,8.9,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2006,2006,9.2,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2007,2007,8.8,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2008,2008,9.4,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2009,2009,9.7,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2010,2010,9.7,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2011,2011,9,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2012,2012,9.3,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2013,2013,10.5,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2014,2014,10.8,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2015,2015,10,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2016,2016,10.4,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2017,2017,10.4,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2005,2005,14.5,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2006,2006,15,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2007,2007,13.4,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2008,2008,14.1,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2009,2009,14.4,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2010,2010,14.2,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2011,2011,14.3,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2012,2012,14.5,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2013,2013,15.2,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2014,2014,13.9,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2015,2015,14.5,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2016,2016,13.3,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),IRL,Ireland,2017,2017,12.7,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2005,2005,14.9,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2006,2006,14.4,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2007,2007,14.6,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2008,2008,12.9,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2009,2009,12.6,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2010,2010,11.5,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2011,2011,10.8,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2012,2012,10.5,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2013,2013,10,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2014,2014,10.7,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2015,2015,10.4,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2016,2016,10.2,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2017,2017,9.7,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2005,2005,8.4,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2006,2006,8.1,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2007,2007,7.8,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2008,2008,8.3,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2009,2009,8.6,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2010,2010,9,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2011,2011,8.1,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2012,2012,8,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2013,2013,9.2,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2014,2014,9.8,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2015,2015,9,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2016,2016,9.3,,
PRHSMBAH,"Bad/very bad health, males aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2017,2017,9.3,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2005,2005,15.3,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2006,2006,14.1,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2007,2007,18.5,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2008,2008,16.5,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2009,2009,16.3,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2010,2010,17.6,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2011,2011,16.2,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2012,2012,19,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2013,2013,18.2,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2014,2014,19.1,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2015,2015,19.9,,
PRHSFFAH,"Fair (not good, not bad) health, females aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2016,2016,17.9,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2005,2005,21.9,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2006,2006,20.4,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2007,2007,22.1,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2008,2008,19.3,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2009,2009,17.6,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2010,2010,16.6,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2011,2011,16.4,,
PRHSTBAH,"Bad/very bad health, total aged 15+",PERCALEF,% of population (crude rate),HUN,Hungary,2012,2012,16.4,,
